RabbitID,SurgeryID,AgeWeeks,WeightKg,Sex,Strain,SurgeryType,DurationMin,AnesthesiaProtocol,LocalBlock,IntraOpAnalgesicMgPerKg,PreOpGrimace,PreOpBehaviorScore,PreOpBiomarker,Housing,VetID,SurgeryPainBoost,LatentPain,ExpectedPainDurationDays,DurationPerKg,PreOpGrimaceFilled,PreOpBiomarkerFilled,PreOpRiskScore,SurgeryComplexity,AnalgesiaNeedScore,AnalgesiaNeedCategory,FirstPostOpGrimace,RescueAnalgesiaGiven,AnalgesicScore,VetBiasFlag,DurationPerKg_x_PreOpGrimace,PreOpRiskScore_x_SurgeryComplexity,DurationPerKg_x_AnalgesicScore,LocalBlock_x_PreOpGrimace,BaselineAnalgesiaNeedScore,BaselineAnalgesiaNeedCategory
79,6178,20,3.07,Female,Californian,Ovariohysterectomy,115,Protocol1,0,2.5565365514342484,1.0,0,57.28,Single,Vet1,8.0,49.69871673307295,3,37.45928338762215,1.0,57.28,20.697999999999997,Major,55.60662534037717,Medium,0.0,False,2.0174258692568046,-1.0412027024059802,37.45928338762215,20.697999999999997,75.57132735001059,0.0,62,Medium
80,1891,29,4.06,Female,Californian,Ovariohysterectomy,59,Protocol1,1,1.1845108749737392,1.0,3,39.65,Group,Vet6,8.0,39.386835627165134,4,14.532019704433498,1.0,39.65,14.5275,Major,37.676909204935434,Medium,0.0,False,0.8971925912198853,-1.0701040696272777,14.532019704433498,14.5275,13.03802041427912,1.0,53,Medium
81,5440,16,4.69,Male,New Zealand White,Castration,20,Protocol2,1,0.4603985947944151,1.0,5,73.03,Group,Vet8,5.5,51.05207595657792,3,4.264392324093817,1.0,73.03,26.210499999999996,Minor,57.95976987894483,Medium,1.0,False,-0.028336300340411024,-1.1829958311471658,4.264392324093817,0.0,-0.12083710166486578,1.0,39,Medium
82,4828,34,5.0,Female,New Zealand White,Ovariohysterectomy,53,Protocol1,0,0.0377978894127744,5.0,0,54.07,Single,Vet1,8.0,55.39827466058214,3,10.6,5.0,54.07,22.1745,Major,65.51669457878214,Medium,5.0,False,-0.8134917786552152,1.4508306915350344,53.0,22.1745,-8.62301285374528,0.0,60,Medium
83,9927,19,3.95,Female,Californian,Ovariohysterectomy,43,Protocol1,0,2.800628909557777,0.0,3,61.72,Single,Vet3,8.0,48.64742408559857,3,10.886075949367088,0.0,61.72,21.601999999999997,Major,53.77869709422104,Medium,2.0,False,2.1699927485037755,-1.6394147822303844,0.0,21.601999999999997,23.622705869787936,0.0,55,Medium
84,9234,18,2.41,Female,Dutch Belted,Catheter,28,Protocol2,0,0.045085868033112986,5.0,3,30.47,Single,Vet5,1.5,34.372986755695905,2,11.618257261410788,5.0,30.47,13.914499999999999,Minor,28.959112123281233,Low,5.0,0,-0.7974075215486314,1.411712239713557,58.09128630705394,0.0,-9.264485727535966,0.0,30,Low
85,7894,26,2.05,Male,Californian,Castration,20,Protocol2,0,1.815242443903589,3.0,4,36.02,Single,Vet4,5.5,37.07984339386433,3,9.756097560975611,3.0,36.02,14.557000000000002,Minor,33.66564147939364,Low,4.0,0,1.4801986499601085,0.19376045213193113,29.268292682926834,0.0,14.440962438635207,0.0,39,Medium
86,6291,33,2.8,Male,Dutch Belted,Castration,22,Protocol2,0,0.035821321886473814,4.0,0,42.16,Single,Vet10,5.5,44.33099531197291,2,7.857142857142858,4.0,42.16,17.355999999999998,Minor,46.273534667006686,Medium,5.0,False,-0.8178734515937074,0.8164789239247752,31.42857142857143,0.0,-6.426148548236273,0.0,46,Medium
87,8000,28,3.8,Male,Californian,Castration,20,Protocol2,1,0.02497413865149063,0.0,1,41.43,Single,Vet8,5.5,33.96197933126541,2,5.2631578947368425,0.0,41.43,14.500499999999999,Minor,28.244475639994416,Low,1.0,0,-0.8420694348877038,-1.8018272918027072,0.0,0.0,-4.43194439414581,0.0,40,Medium
88,2100,12,1.1,Male,Dutch Belted,Catheter,49,Protocol1,1,0.2778835369809019,2.0,3,64.48,Single,Vet7,1.5,48.11572246962078,1,44.54545454545454,2.0,64.48,23.868000000000002,Minor,52.854204371183755,Medium,3.0,False,-0.3351834298406782,-0.45135568178924096,89.09090909090908,0.0,-14.930898238357482,2.0,23,Low
89,8843,18,3.39,Female,Dutch Belted,Ovariohysterectomy,57,Protocol1,0,2.4859031077077334,3.0,5,55.03,Single,Vet10,8.0,52.099214972627244,6,16.8141592920354,3.0,55.03,21.2105,Major,59.78047602550366,Medium,3.0,False,1.9713197056447451,0.19766608095017152,50.442477876106196,21.2105,33.146083546239076,0.0,60,Medium
90,6291,21,3.06,Female,Californian,Ovariohysterectomy,107,Protocol2,0,0.05806320241335218,3.0,4,50.27,Group,Vet10,8.0,52.411755300836745,5,34.967320261437905,3.0,50.27,19.5445,Major,60.3239034863249,Medium,4.0,False,-0.7690428258851177,0.19766608095017152,104.90196078431372,19.5445,-26.89136678748614,0.0,52,Medium
91,5443,17,3.34,Female,Californian,Ovariohysterectomy,47,Protocol1,0,1.3967089110759432,1.0,5,62.49,Group,Vet1,8.0,49.964791505010496,5,14.07185628742515,1.0,62.49,22.5215,Major,56.06926111775336,Medium,0.0,False,1.1102655253752594,-1.0412027024059802,14.07185628742515,22.5215,15.623496913963232,0.0,67,Medium
92,3408,41,3.82,Male,New Zealand White,OcularImplant,129,Protocol1,0,2.253439946461654,3.0,1,49.86,Group,Vet4,10.0,47.66803016469754,5,33.769633507853406,3.0,49.86,19.400999999999996,Major,52.07578229078403,Medium,4.0,False,1.8126967335381445,0.19376045213193113,101.30890052356023,19.400999999999996,61.214104352466144,0.0,59,Medium
93,9325,12,3.37,Male,New Zealand White,BoneDefect,141,Protocol1,0,2.5523954913095883,3.0,0,49.82,Group,Vet3,12.0,54.08622571895871,7,41.839762611275965,3.0,49.82,19.386999999999997,Major,63.2353780238776,Medium,1.0,False,2.014748153955393,0.12739984580385016,125.51928783382789,19.386999999999997,84.29658448300012,0.0,72,High
94,5917,22,1.81,Male,Dutch Belted,Catheter,20,Protocol2,0,1.3433184101437226,1.0,0,72.02,Single,Vet6,1.5,49.26520162674322,1,11.049723756906078,1.0,72.02,25.856999999999996,Minor,54.85285377172858,Medium,3.0,False,1.0584859247967477,-1.0701040696272777,11.049723756906078,0.0,11.695977069577323,0.0,35,Medium
95,7488,13,1.44,Male,Californian,Catheter,48,Protocol2,0,0.049242694725885584,3.0,4,50.08,Group,Vet2,1.5,45.40006784457467,2,33.333333333333336,3.0,50.08,19.477999999999998,Minor,48.13237757266874,Medium,1.0,False,-0.7882837405869139,0.20249379139775678,100.0,0.0,-26.276124686230464,0.0,36,Medium
96,2382,42,4.23,Male,Dutch Belted,BoneDefect,162,Protocol2,0,0.040038088377671595,3.0,0,56.17,Group,Vet4,12.0,62.687766430544826,6,38.29787234042553,3.0,56.17,21.609499999999997,Major,78.19125093418762,High,1.0,1,-0.8085357629222908,0.19376045213193113,114.89361702127658,21.609499999999997,-30.965199431066452,0.0,76,High
97,9433,46,2.39,Male,Dutch Belted,OcularImplant,145,Protocol1,1,1.4035324369023632,2.0,4,46.54,Single,Vet7,10.0,49.05699473870352,5,60.66945606694561,2.0,46.54,17.589,Major,54.49083540071995,Medium,1.0,False,1.11679988806559,-0.45135568178924096,121.33891213389121,17.589,67.75564174456508,2.0,58,Medium
98,4493,43,2.81,Male,Dutch Belted,OcularImplant,119,Protocol2,0,0.2657107134501736,1.0,3,62.33,Single,Vet2,10.0,58.43650806820768,7,42.34875444839857,1.0,62.33,22.465499999999995,Major,70.79940313529688,High,1.0,1,-0.3571824827745868,-1.0187722656704263,42.34875444839857,22.465499999999995,-15.12623325629033,0.0,57,Medium
99,4926,32,5.0,Male,New Zealand White,Castration,26,Protocol2,0,1.8889453626885733,3.0,2,24.68,Single,Vet6,5.5,31.21089476498813,4,5.2,3.0,24.68,10.588000000000001,Minor,23.46104526183704,Low,2.0,0,1.5395967042375382,0.14890417118822247,15.600000000000001,0.0,8.0059028620352,0.0,34,Low
100,5531,12,3.99,Female,New Zealand White,BoneDefect,97,Protocol1,0,1.43645420970301,0.0,4,64.62,Single,Vet4,12.0,58.86534905397092,7,24.31077694235589,0.0,64.62,22.617,Major,71.54504760724221,High,0.0,1,1.1480680912776766,-1.6711838996379054,0.0,22.617,27.910427281687877,0.0,79,High
101,9569,16,3.97,Male,Californian,BoneDefect,97,Protocol1,0,0.04799767940963936,0.0,0,37.47,Group,Vet1,12.0,44.313804667248775,6,24.43324937027708,0.0,37.47,13.1145,Major,46.243644545415535,Medium,0.0,False,-0.7910126160298177,-1.664211050891234,0.0,13.1145,-19.327008502491765,0.0,84,High
102,6784,36,1.98,Male,Dutch Belted,Castration,20,Protocol2,0,1.2394735465391853,1.0,2,43.2,Single,Vet10,5.5,40.958076305960404,3,10.1010101010101,1.0,43.2,15.77,Minor,40.408893705330605,Medium,1.0,False,0.9543054328698496,-1.0399596049990358,10.1010101010101,0.0,9.639448816867167,0.0,33,Low
103,1301,29,1.42,Male,Dutch Belted,Catheter,34,Protocol2,0,2.2550643605122715,5.0,0,55.02,Group,Vet5,1.5,46.99686642430772,3,23.943661971830988,5.0,55.02,22.507,Minor,50.90880070691991,Medium,5.0,False,1.813844022268165,1.411712239713557,119.71830985915494,0.0,43.43006813881522,0.0,30,Low
104,4754,29,3.26,Female,Californian,Catheter,39,Protocol1,1,0.015338969864977944,2.0,1,66.07,Single,Vet3,1.5,46.10533469641696,1,11.96319018404908,2.0,66.07,24.4245,Minor,49.358655719536074,Medium,1.0,False,-0.8637775898571755,-0.46153836354089467,23.92638036809816,0.0,-10.333535584180934,2.0,34,Low
105,9033,37,3.7,Female,Californian,Ovariohysterectomy,68,Protocol1,0,1.9395118794037567,1.0,0,55.39,Single,Vet4,8.0,49.99010859307243,4,18.37837837837838,1.0,55.39,20.036499999999997,Major,56.11328103978936,Medium,0.0,False,1.5794787564584556,-1.0495357823812932,18.37837837837838,20.036499999999997,29.02825822680405,0.0,58,Medium
106,2778,29,4.35,Male,New Zealand White,Castration,20,Protocol1,0,0.24790553676227878,5.0,3,40.49,Single,Vet1,5.5,43.792527144494194,4,4.597701149425288,5.0,40.49,17.4215,Minor,45.33727664660208,Medium,4.0,False,-0.3897445339039531,1.4508306915350344,22.98850574712644,0.0,-1.7919288915124283,0.0,52,Medium
107,7643,15,3.73,Female,New Zealand White,BoneDefect,93,Protocol2,1,0.26509050935367623,3.0,3,43.48,Group,Vet3,12.0,52.4600855371109,8,24.932975871313673,3.0,43.48,17.168,Major,60.40793736998342,Medium,1.0,False,-0.35830898948017764,0.12739984580385016,74.79892761394102,17.168,-8.933709389184054,3.0,63,Medium
108,6469,33,3.41,Male,Dutch Belted,Castration,28,Protocol1,0,0.02365526304735638,5.0,4,45.12,Single,Vet4,5.5,46.622164943959405,4,8.211143695014663,5.0,45.12,19.041999999999998,Minor,50.257290947529256,Medium,5.0,False,-0.8450287940148832,1.4370566866451555,41.05571847507331,0.0,-6.938652854081152,0.0,36,Medium
109,9186,35,1.79,Female,Dutch Belted,Ovariohysterectomy,86,Protocol1,1,2.067046478899964,2.0,0,55.56,Single,Vet3,8.0,51.72341182584087,3,48.04469273743017,2.0,55.56,20.746,Major,59.12705075076642,Medium,3.0,False,1.677095603310713,-0.46153836354089467,96.08938547486034,20.746,80.57554295235828,2.0,62,Medium
110,1685,46,3.0,Female,Californian,OcularImplant,128,Protocol2,1,2.0377236061700623,3.0,1,49.86,Group,Vet4,10.0,58.34472683583403,7,42.666666666666664,3.0,49.86,19.400999999999996,Major,70.63981911506629,High,4.0,1,1.6550156718637714,0.19376045213193113,128.0,19.400999999999996,70.61400199952091,3.0,63,Medium
111,6675,27,3.47,Male,New Zealand White,Catheter,50,Protocol1,0,0.010753291838405107,3.0,5,40.6,Single,Vet6,1.5,37.43938282016942,1,14.40922190201729,3.0,40.6,16.16,Minor,34.290788316032064,Low,4.0,0,-0.8741816357648764,0.14890417118822247,43.227665706051866,0.0,-12.596277172404559,0.0,30,Low
112,3539,25,3.72,Female,Californian,Catheter,35,Protocol2,0,0.043800387625167254,2.0,3,47.61,Group,Vet8,1.5,39.435636084395824,1,9.408602150537634,2.0,47.61,17.9635,Minor,37.761760682220675,Medium,0.0,False,-0.8002363584075229,-0.5641643704916243,18.817204301075268,0.0,-7.529105522651426,0.0,31,Low
113,1572,36,3.27,Female,New Zealand White,Ovariohysterectomy,42,Protocol2,1,0.32845481145450556,3.0,0,42.93,Group,Vet9,8.0,47.4068392761324,3,12.844036697247706,3.0,42.93,16.9755,Major,51.62163833382416,Medium,5.0,False,-0.24597933458759136,0.03731576484844303,38.53211009174312,16.9755,-3.159367600207595,3.0,46,Medium
114,4750,24,4.38,Male,Californian,Castration,26,Protocol2,0,0.34410157362981264,1.0,5,61.49,Group,Vet9,5.5,49.85583274447543,4,5.936073059360731,1.0,61.49,22.171499999999998,Minor,55.87980978226968,Medium,3.0,False,-0.21906648125271794,-1.2105234116834935,5.936073059360731,0.0,-1.3003946375732116,0.0,35,Medium
115,3113,42,1.16,Female,Californian,Catheter,46,Protocol1,0,0.04007754343801575,4.0,5,45.03,Group,Vet9,1.5,46.98084350583169,1,39.6551724137931,4.0,45.03,18.3605,Minor,50.880940961739974,Medium,3.0,True,-0.8084485717710419,0.6612353531144114,158.6206896551724,0.0,-32.059167501265456,0.0,36,Medium
116,9676,46,2.47,Female,New Zealand White,BoneDefect,141,Protocol1,0,0.027147705964524642,3.0,1,52.8,Group,Vet8,12.0,60.607377445795315,9,57.08502024291497,3.0,52.8,20.429999999999996,Major,74.57398813172104,High,5.0,1,-0.8372005748416709,0.0546670901639172,171.25506072874492,20.429999999999996,-47.79161176221683,0.0,78,High
117,1687,30,4.75,Female,Californian,Ovariohysterectomy,81,Protocol1,0,0.03452085257821904,2.0,1,50.27,Single,Vet1,8.0,49.70736076065677,6,17.05263157894737,2.0,50.27,18.8945,Major,55.62165508705996,Medium,4.0,False,-0.8207609065148976,-0.41819435392072657,34.10526315789474,18.8945,-13.996133353201413,0.0,66,Medium
118,9004,26,3.25,Female,Dutch Belted,Catheter,26,Protocol1,1,1.1379490328199282,5.0,4,50.08,Single,Vet2,1.5,40.86740836159214,2,8.0,5.0,50.08,20.778,Minor,40.251245407371115,Medium,5.0,False,0.8476734439789124,1.42375984846594,40.0,0.0,6.781387551831299,5.0,30,Low
119,5079,35,5.0,Female,New Zealand White,Ovariohysterectomy,44,Protocol1,1,0.442094428484672,3.0,3,35.72,Group,Vet8,8.0,43.66495783083664,6,8.8,3.0,35.72,14.451999999999998,Major,45.11546633304419,Medium,5.0,False,-0.05732586567856858,0.0546670901639172,26.400000000000002,14.451999999999998,-0.5044676179714035,3.0,49,Medium
120,9915,16,2.32,Male,Dutch Belted,Castration,29,Protocol1,1,0.03477426909039356,5.0,0,51.77,Group,Vet5,5.5,49.35308087282907,3,12.5,5.0,51.77,21.3695,Minor,55.005653238705875,Medium,3.0,False,-0.8201979567328916,1.411712239713557,62.5,0.0,-10.252474459161146,5.0,38,Medium
121,8374,18,3.66,Male,Dutch Belted,Castration,24,Protocol2,0,2.395901253267004,5.0,4,50.6,Single,Vet1,5.5,50.05180622571128,1,6.557377049180328,5.0,50.6,20.96,Minor,56.22055739684605,Medium,5.0,False,1.9111980300437934,1.4508306915350344,32.786885245901644,0.0,12.532446098647826,0.0,45,Medium
122,8789,38,2.11,Female,Dutch Belted,Ovariohysterectomy,85,Protocol1,0,0.3547877246838341,5.0,1,58.67,Single,Vet6,8.0,61.447843877341654,5,40.28436018957346,5.0,58.67,23.784499999999998,Major,76.0353436675563,High,5.0,1,-0.20086546301431019,1.3679124120037225,201.42180094786733,23.784499999999998,-8.091736661713918,0.0,63,Medium
123,7816,24,4.52,Male,Californian,Castration,22,Protocol2,1,0.042060541153184194,3.0,5,46.2,Group,Vet4,5.5,41.16569424949403,4,4.867256637168142,3.0,46.2,18.12,Minor,40.76988805291374,Medium,1.0,False,-0.8040706298595148,0.19376045213193113,14.601769911504425,0.0,-3.9136181099356917,3.0,33,Low
124,3479,26,1.82,Female,Dutch Belted,Ovariohysterectomy,98,Protocol2,1,0.046697677932717806,4.0,5,48.51,Group,Vet6,8.0,53.06426531750137,3,53.84615384615385,4.0,48.51,19.5785,Major,61.45845102951045,Medium,5.0,False,-0.7938654743824239,0.7584082915959725,215.3846153846154,19.5785,-42.746602466745905,4.0,61,Medium
125,7748,32,3.85,Female,Californian,BoneDefect,158,Protocol2,0,0.02706814734530443,0.0,3,44.82,Group,Vet6,12.0,53.20248792134608,6,41.03896103896104,0.0,44.82,15.687,Major,61.698784682021,Medium,2.0,False,-0.8373786069514463,-1.6796081900350277,0.0,15.687,-34.365148025539874,0.0,79,High
126,5005,31,4.26,Female,Californian,OcularImplant,110,Protocol2,0,0.02496916767155316,5.0,3,46.48,Group,Vet2,10.0,52.76616696954923,4,25.821596244131456,5.0,46.48,19.517999999999997,Major,60.940134467834426,Medium,3.0,False,-0.8420805818706778,1.42375984846594,129.10798122065728,19.517999999999997,-21.743864790087926,0.0,71,High
127,2325,32,1.72,Female,Dutch Belted,Ovariohysterectomy,45,Protocol1,0,0.46482608649583224,0.0,2,56.52,Group,Vet4,8.0,52.595780268289715,4,26.16279069767442,0.0,56.52,19.782,Major,60.64387570035434,Medium,0.0,False,-0.021378755145649474,-1.6711838996379054,0.0,19.782,-0.5593278962524573,0.0,48,Medium
128,1182,50,5.0,Female,New Zealand White,BoneDefect,138,Protocol1,0,0.02166503256844651,0.0,0,34.42,Single,Vet1,12.0,43.48088787197565,8,27.6,0.0,34.42,12.047,Major,44.79541589049699,Medium,1.0,False,-0.8495017987690515,-1.664211050891234,0.0,12.047,-23.446249646025823,0.0,73,High
129,5033,30,3.08,Female,Californian,OcularImplant,105,Protocol2,0,2.680552028899888,4.0,3,38.02,Group,Vet10,10.0,48.57567726609458,5,34.09090909090909,4.0,38.02,15.907,Major,53.653947778929734,Medium,5.0,False,2.0962050924397926,0.8164789239247752,136.36363636363637,15.907,71.46153724226566,0.0,67,Medium
130,5658,19,3.11,Female,Californian,Ovariohysterectomy,58,Protocol2,0,1.0653908774120031,0.0,1,43.85,Single,Vet9,8.0,43.57464317315728,3,18.64951768488746,0.0,43.85,15.3475,Major,44.958432310014885,Medium,0.0,False,0.7683152013332273,-1.834442999949462,0.0,15.3475,14.328707934831892,0.0,53,Medium
131,5669,18,4.17,Female,Californian,Ovariohysterectomy,66,Protocol1,1,2.877322721124768,0.0,5,25.48,Single,Vet7,8.0,28.37367620337206,3,15.827338129496404,0.0,25.48,8.918,Major,18.527849960076036,Low,0.0,0,2.2159111300900713,-1.6423012000541857,0.0,8.918,35.07197472085005,0.0,66,Medium
132,2141,39,3.96,Female,Californian,Ovariohysterectomy,67,Protocol2,0,0.0579375309557323,2.0,2,50.27,Group,Vet9,8.0,49.736808499210056,6,16.91919191919192,2.0,50.27,18.8945,Major,55.672857150744406,Medium,4.0,False,-0.7693158355467253,-0.5866038234175253,33.83838383838384,18.8945,-13.016202268088536,0.0,67,Medium
133,2054,17,2.5,Female,Californian,Ovariohysterectomy,76,Protocol2,0,2.6814354030869505,1.0,3,62.74,Single,Vet1,8.0,54.16927883367922,6,30.4,1.0,62.74,22.608999999999998,Major,63.37978608636485,Medium,0.0,False,2.096756670283533,-1.0412027024059802,30.4,22.608999999999998,63.7414027766194,0.0,62,Medium
134,3169,41,1.2000000000000002,Male,Dutch Belted,OcularImplant,118,Protocol1,0,0.018766147194045606,2.0,1,53.11,Single,Vet3,10.0,59.687213159357675,4,98.33333333333331,2.0,53.11,19.8885,Major,72.9740584695815,High,0.0,1,-0.8560326014399388,-0.46153836354089467,196.66666666666663,19.8885,-84.17653914159396,0.0,64,Medium
135,1946,18,5.0,Male,New Zealand White,Castration,20,Protocol1,1,0.03281538659575759,0.0,4,48.82,Group,Vet2,5.5,36.54592352690255,3,4.0,0.0,48.82,17.087,Minor,32.737291786900286,Low,1.0,0,-0.8245530889291189,-1.629405294204518,0.0,0.0,-3.2982123557164758,0.0,36,Medium
136,4170,34,3.03,Male,New Zealand White,Castration,23,Protocol2,0,2.0905918555107346,4.0,2,42.23,Group,Vet2,5.5,39.22529580485672,1,7.590759075907592,4.0,42.23,17.380499999999998,Minor,37.39603289063229,Medium,3.0,False,1.6946728463814624,0.8131268199318483,30.363036303630366,0.0,12.863853289364238,0.0,45,Medium
137,8684,34,2.2,Female,Dutch Belted,Ovariohysterectomy,47,Protocol1,0,0.018835251924897926,4.0,1,54.66,Group,Vet6,8.0,59.88903940382173,6,21.363636363636363,4.0,54.66,21.730999999999998,Major,73.32498253811536,High,5.0,1,-0.8558767015790971,0.7584082915959725,85.45454545454545,21.730999999999998,-18.284638624644348,0.0,63,Medium
138,3808,19,4.41,Female,New Zealand White,Catheter,33,Protocol1,0,0.0205851397044077,2.0,5,45.08,Group,Vet1,1.5,38.96909734407773,2,7.482993197278911,2.0,45.08,17.078,Minor,36.950569484981436,Medium,1.0,False,-0.8519324852647557,-0.41819435392072657,14.965986394557822,0.0,-6.375004991777083,0.0,37,Medium
139,2724,36,4.94,Female,Californian,Ovariohysterectomy,90,Protocol1,0,2.169653574919969,3.0,4,61.66,Single,Vet8,8.0,55.8290539580275,4,18.218623481781375,3.0,61.66,23.530999999999995,Major,66.26570927754503,Medium,1.0,False,1.7527299230082447,0.0546670901639172,54.65587044534412,23.530999999999995,31.93232653253887,0.0,70,High
140,2088,37,3.77,Male,Dutch Belted,Castration,20,Protocol2,0,0.041070791464141124,5.0,0,50.6,Single,Vet3,5.5,36.422696360148336,3,5.305039787798409,5.0,50.6,20.96,Minor,32.52303135300021,Low,5.0,0,-0.806254696739583,1.30527626449334,26.52519893899204,0.0,-4.2772132453028275,0.0,52,Medium
141,8913,24,4.64,Male,New Zealand White,OcularImplant,64,Protocol2,1,2.0236996117836483,5.0,2,41.08,Group,Vet2,10.0,47.41155250722052,4,13.793103448275863,5.0,41.08,17.628,Major,51.62983343369224,Medium,5.0,True,1.6443802413697344,1.42375984846594,68.96551724137932,17.628,22.68110677751358,5.0,68,Medium
142,6789,33,1.81,Female,Dutch Belted,Catheter,45,Protocol1,0,2.6749720336841145,2.0,5,59.93,Single,Vet7,1.5,44.55862537524087,1,24.861878453038674,2.0,59.93,22.2755,Minor,46.669324957485195,Medium,1.0,False,2.092717887533529,-0.45135568178924096,49.72375690607735,0.0,52.028897756358454,0.0,25,Low
143,7846,30,3.77,Male,Californian,OcularImplant,145,Protocol2,0,2.101030696218766,5.0,3,49.86,Single,Vet2,10.0,59.531420819651785,7,38.46153846153846,5.0,49.86,20.700999999999997,Major,72.70317555323341,High,5.0,1,1.702422912118921,1.42375984846594,192.3076923076923,20.700999999999997,65.47780431226619,0.0,69,Medium
144,7352,29,3.31,Female,Californian,BoneDefect,120,Protocol1,0,0.015372967851189301,0.0,0,55.59,Group,Vet10,12.0,58.226772465951385,7,36.25377643504532,0.0,55.59,19.4565,Major,70.4347267223971,High,0.0,1,-0.8637006303905194,-1.6587724479736397,0.0,19.4565,-31.312409560985596,0.0,76,High
145,8094,21,3.24,Male,New Zealand White,Castration,20,Protocol2,1,0.45121705052960054,1.0,2,57.51,Single,Vet8,5.5,43.93053229005506,1,6.172839506172839,1.0,57.51,20.778499999999998,Minor,45.57723219493739,Medium,0.0,False,-0.04283203748499434,-1.1829958311471658,6.172839506172839,0.0,-0.264395293117249,1.0,30,Low
146,2519,24,2.64,Male,New Zealand White,OcularImplant,83,Protocol2,1,1.9678983356586872,4.0,5,68.82,Group,Vet7,10.0,59.97216454771454,6,31.439393939393938,4.0,68.82,26.686999999999998,Major,73.46951584085699,High,5.0,1,1.601567680900229,0.7395898364757038,125.75757575757575,26.686999999999998,50.352317240423865,4.0,66,Medium
147,8170,18,5.0,Female,New Zealand White,BoneDefect,171,Protocol2,0,1.9903723441322874,5.0,5,55.7,Group,Vet2,12.0,59.421096047402266,9,34.2,5.0,55.7,22.745,Major,72.5113490737749,High,3.0,1,1.6189065013201782,1.42375984846594,171.0,22.745,55.3666023451501,0.0,80,High
